"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Ridgefield School District","900163970","2014-2015","Special Education","Student Enrollment","Number","476"
"Ridgefield School District","900163970","2015-2016","Non-Special Education","Student Enrollment","Number","4589"
"Ridgefield School District","900163970","2015-2016","Special Education","Student Enrollment","Number","463"
"Ridgefield School District","900163970","2016-2017","Non-Special Education","Student Enrollment","Number","4493"
"Ridgefield School District","900163970","2016-2017","Special Education","Student Enrollment","Number","491"
"Ridgefield School District","900163970","2017-2018","Non-Special Education","Student Enrollment","Number","4359"
"Ridgefield School District","900163970","2017-2018","Special Education","Student Enrollment","Number","570"
"Rocky Hill School District","900365370","2007-2008","Non-Special Education","Student Enrollment","Number","2340"
"Rocky Hill School District","900365370","2007-2008","Special Education","Student Enrollment","Number","282"
"Rocky Hill School District","900365370","2008-2009","Non-Special Education","Student Enrollment","Number","2354"
"Rocky Hill School District","900365370","2008-2009","Special Education","Student Enrollment","Number","271"
"Rocky Hill School District","900365370","2009-2010","Non-Special Education","Student Enrollment","Number","2394"
"Rocky Hill School District","900365370","2009-2010","Special Education","Student Enrollment","Number","255"
"Rocky Hill School District","900365370","2010-2011","Non-Special Education","Student Enrollment","Number","2353"
"Rocky Hill School District","900365370","2010-2011","Special Education","Student Enrollment","Number","240"
"Rocky Hill School District","900365370","2011-2012","Non-Special Education","Student Enrollment","Number","2319"
"Rocky Hill School District","900365370","2011-2012","Special Education","Student Enrollment","Number","220"
"Rocky Hill School District","900365370","2012-2013","Non-Special Education","Student Enrollment","Number","2248"
"Rocky Hill School District","900365370","2012-2013","Special Education","Student Enrollment","Number","222"
"Rocky Hill School District","900365370","2013-2014","Non-Special Education","Student Enrollment","Number","2194"
"Rocky Hill School District","900365370","2013-2014","Special Education","Student Enrollment","Number","231"
"Rocky Hill School District","900365370","2014-2015","Non-Special Education","Student Enrollment","Number","2246"
"Rocky Hill School District","900365370","2014-2015","Special Education","Student Enrollment","Number","241"
"Rocky Hill School District","900365370","2015-2016","Non-Special Education","Student Enrollment","Number","2348"
"Rocky Hill School District","900365370","2015-2016","Special Education","Student Enrollment","Number","262"
"Rocky Hill School District","900365370","2016-2017","Non-Special Education","Student Enrollment","Number","2351"
"Rocky Hill School District","900365370","2016-2017","Special Education","Student Enrollment","Number","270"
"Rocky Hill School District","900365370","2017-2018","Non-Special Education","Student Enrollment","Number","2414"
"Rocky Hill School District","900365370","2017-2018","Special Education","Student Enrollment","Number","295"
"Salem School District","","2007-2008","Non-Special Education","Student Enrollment","Number","465"
"Salem School District","","2007-2008","Special Education","Student Enrollment","Number","41"
"Salem School District","","2008-2009","Non-Special Education","Student Enrollment","Number","471"
"Salem School District","","2008-2009","Special Education","Student Enrollment","Number","52"
"Salem School District","","2009-2010","Non-Special Education","Student Enrollment","Number","447"
"Salem School District","","2009-2010","Special Education","Student Enrollment","Number","47"
"Salem School District","","2010-2011","Non-Special Education","Student Enrollment","Number","426"
"Salem School District","","2010-2011","Special Education","Student Enrollment","Number","37"
"Salem School District","","2011-2012","Non-Special Education","Student Enrollment","Number","407"
"Salem School District","","2011-2012","Special Education","Student Enrollment","Number","38"
"Salem School District","","2012-2013","Non-Special Education","Student Enrollment","Number","388"
"Salem School District","","2012-2013","Special Education","Student Enrollment","Number","40"
"Salem School District","","2013-2014","Non-Special Education","Student Enrollment","Number","388"
"Salem School District","","2013-2014","Special Education","Student Enrollment","Number","47"
"Salem School District","","2014-2015","Non-Special Education","Student Enrollment","Number","347"
"Salem School District","","2014-2015","Special Education","Student Enrollment","Number","52"
"Salem School District","","2015-2016","Non-Special Education","Student Enrollment","Number","316"
"Salem School District","","2015-2016","Special Education","Student Enrollment","Number","68"
"Salem School District","","2016-2017","Non-Special Education","Student Enrollment","Number","333"
"Salem School District","","2016-2017","Special Education","Student Enrollment","Number","76"
"Salem School District","","2017-2018","Non-Special Education","Student Enrollment","Number","336"
"Salem School District","","2017-2018","Special Education","Student Enrollment","Number","65"
"Salisbury School District","","2007-2008","Non-Special Education","Student Enrollment","Number","267"
"Salisbury School District","","2007-2008","Special Education","Student Enrollment","Number","40"
"Salisbury School District","","2008-2009","Non-Special Education","Student Enrollment","Number","282"
"Salisbury School District","","2008-2009","Special Education","Student Enrollment","Number","37"
"Salisbury School District","","2009-2010","Non-Special Education","Student Enrollment","Number","279"
"Salisbury School District","","2009-2010","Special Education","Student Enrollment","Number","32"
"Salisbury School District","","2010-2011","Non-Special Education","Student Enrollment","Number","274"
"Salisbury School District","","2010-2011","Special Education","Student Enrollment","Number","36"
"Salisbury School District","","2011-2012","Non-Special Education","Student Enrollment","Number","279"
"Salisbury School District","","2011-2012","Special Education","Student Enrollment","Number","32"
"Salisbury School District","","2012-2013","Non-Special Education","Student Enrollment","Number","271"
"Salisbury School District","","2012-2013","Special Education","Student Enrollment","Number","39"
"Salisbury School District","","2013-2014","Non-Special Education","Student Enrollment","Number","247"
"Salisbury School District","","2013-2014","Special Education","Student Enrollment","Number","33"
"Salisbury School District","","2014-2015","Non-Special Education","Student Enrollment","Number","238"
"Salisbury School District","","2014-2015","Special Education","Student Enrollment","Number","35"
"Salisbury School District","","2015-2016","Non-Special Education","Student Enrollment","Number","246"
"Salisbury School District","","2015-2016","Special Education","Student Enrollment","Number","28"
"Salisbury School District","","2016-2017","Non-Special Education","Student Enrollment","Number","253"
"Salisbury School District","","2016-2017","Special Education","Student Enrollment","Number","27"
"Salisbury School District","","2017-2018","Non-Special Education","Student Enrollment","Number","272"
"Salisbury School District","","2017-2018","Special Education","Student Enrollment","Number","26"
"Scotland School District","","2007-2008","Non-Special Education","Student Enrollment","Number","162"
"Scotland School District","","2007-2008","Special Education","Student Enrollment","Number","28"
"Scotland School District","","2008-2009","Non-Special Education","Student Enrollment","Number","158"
"Scotland School District","","2008-2009","Special Education","Student Enrollment","Number","32"
"Scotland School District","","2009-2010","Non-Special Education","Student Enrollment","Number","136"
"Scotland School District","","2009-2010","Special Education","Student Enrollment","Number","25"
"Scotland School District","","2010-2011","Non-Special Education","Student Enrollment","Number","121"
"Scotland School District","","2010-2011","Special Education","Student Enrollment","Number","22"
"Scotland School District","","2011-2012","Non-Special Education","Student Enrollment","Number","108"
"Scotland School District","","2011-2012","Special Education","Student Enrollment","Number","24"
"Scotland School District","","2012-2013","Non-Special Education","Student Enrollment","Number","104"
"Scotland School District","","2012-2013","Special Education","Student Enrollment","Number","23"
"Scotland School District","","2013-2014","Non-Special Education","Student Enrollment","Number","109"
"Scotland School District","","2013-2014","Special Education","Student Enrollment","Number","24"
"Scotland School District","","2014-2015","Non-Special Education","Student Enrollment","Number","107"
"Scotland School District","","2014-2015","Special Education","Student Enrollment","Number","22"
"Scotland School District","","2015-2016","Non-Special Education","Student Enrollment","Number","104"
"Scotland School District","","2015-2016","Special Education","Student Enrollment","Number","15"
"Scotland School District","","2016-2017","Non-Special Education","Student Enrollment","Number","98"
"Scotland School District","","2016-2017","Special Education","Student Enrollment","Number","18"
"Scotland School District","","2017-2018","Non-Special Education","Student Enrollment","Number","101"
"Scotland School District","","2017-2018","Special Education","Student Enrollment","Number","18"
"Seymour School District","900967610","2007-2008","Non-Special Education","Student Enrollment","Number","2419"
"Seymour School District","900967610","2007-2008","Special Education","Student Enrollment","Number","200"
"Seymour School District","900967610","2008-2009","Non-Special Education","Student Enrollment","Number","2372"
"Seymour School District","900967610","2008-2009","Special Education","Student Enrollment","Number","210"
"Seymour School District","900967610","2009-2010","Non-Special Education","Student Enrollment","Number","2234"
"Seymour School District","900967610","2009-2010","Special Education","Student Enrollment","Number","208"
"Seymour School District","900967610","2010-2011","Non-Special Education","Student Enrollment","Number","2187"
"Seymour School District","900967610","2010-2011","Special Education","Student Enrollment","Number","237"
"Seymour School District","900967610","2011-2012","Non-Special Education","Student Enrollment","Number","2060"
"Seymour School District","900967610","2011-2012","Special Education","Student Enrollment","Number","250"
"Seymour School District","900967610","2012-2013","Non-Special Education","Student Enrollment","Number","2044"
"Seymour School District","900967610","2012-2013","Special Education","Student Enrollment","Number","250"
"Seymour School District","900967610","2013-2014","Non-Special Education","Student Enrollment","Number","2040"
"Seymour School District","900967610","2013-2014","Special Education","Student Enrollment","Number","266"
"Seymour School District","900967610","2014-2015","Non-Special Education","Student Enrollment","Number","2011"
"Seymour School District","900967610","2014-2015","Special Education","Student Enrollment","Number","275"
"Seymour School District","900967610","2015-2016","Non-Special Education","Student Enrollment","Number","1933"
"Seymour School District","900967610","2015-2016","Special Education","Student Enrollment","Number","282"
"Seymour School District","900967610","2016-2017","Non-Special Education","Student Enrollment","Number","1865"
"Seymour School District","900967610","2016-2017","Special Education","Student Enrollment","Number","293"
"Seymour School District","900967610","2017-2018","Non-Special Education","Student Enrollment","Number","1870"
"Seymour School District","900967610","2017-2018","Special Education","Student Enrollment","Number","306"
"Sharon School District","","2007-2008","Non-Special Education","Student Enrollment","Number","181"
"Sharon School District","","2007-2008","Special Education","Student Enrollment","Number","38"
"Sharon School District","","2008-2009","Non-Special Education","Student Enrollment","Number","158"
"Sharon School District","","2008-2009","Special Education","Student Enrollment","Number","38"
"Sharon School District","","2009-2010","Non-Special Education","Student Enrollment","Number","162"
"Sharon School District","","2009-2010","Special Education","Student Enrollment","Number","43"
"Sharon School District","","2010-2011","Non-Special Education","Student Enrollment","Number","153"
"Sharon School District","","2010-2011","Special Education","Student Enrollment","Number","44"
"Sharon School District","","2011-2012","Non-Special Education","Student Enrollment","Number","152"
"Sharon School District","","2011-2012","Special Education","Student Enrollment","Number","39"
"Sharon School District","","2012-2013","Non-Special Education","Student Enrollment","Number","150"
"Sharon School District","","2012-2013","Special Education","Student Enrollment","Number","38"
"Sharon School District","","2013-2014","Non-Special Education","Student Enrollment","Number","135"
"Sharon School District","","2013-2014","Special Education","Student Enrollment","Number","42"
"Sharon School District","","2014-2015","Non-Special Education","Student Enrollment","Number","138"
"Sharon School District","","2014-2015","Special Education","Student Enrollment","Number","39"
"Sharon School District","","2015-2016","Non-Special Education","Student Enrollment","Number","133"
"Sharon School District","","2015-2016","Special Education","Student Enrollment","Number","27"
"Sharon School District","","2016-2017","Non-Special Education","Student Enrollment","Number","121"
"Sharon School District","","2016-2017","Special Education","Student Enrollment","Number","29"
"Sharon School District","","2017-2018","Non-Special Education","Student Enrollment","Number","114"
"Sharon School District","","2017-2018","Special Education","Student Enrollment","Number","25"
"Shelton School District","900168170","2007-2008","Non-Special Education","Student Enrollment","Number","5244"
"Shelton School District","900168170","2007-2008","Special Education","Student Enrollment","Number","426"
"Shelton School District","900168170","2008-2009","Non-Special Education","Student Enrollment","Number","5062"
"Shelton School District","900168170","2008-2009","Special Education","Student Enrollment","Number","508"
"Shelton School District","900168170","2009-2010","Non-Special Education","Student Enrollment","Number","4919"
"Shelton School District","900168170","2009-2010","Special Education","Student Enrollment","Number","561"
"Shelton School District","900168170","2010-2011","Non-Special Education","Student Enrollment","Number","4777"
"Shelton School District","900168170","2010-2011","Special Education","Student Enrollment","Number","528"
"Shelton School District","900168170","2011-2012","Non-Special Education","Student Enrollment","Number","4690"
"Shelton School District","900168170","2011-2012","Special Education","Student Enrollment","Number","555"
"Shelton School District","900168170","2012-2013","Non-Special Education","Student Enrollment","Number","4544"
"Shelton School District","900168170","2012-2013","Special Education","Student Enrollment","Number","586"
"Shelton School District","900168170","2013-2014","Non-Special Education","Student Enrollment","Number","4348"
"Shelton School District","900168170","2013-2014","Special Education","Student Enrollment","Number","634"
"Shelton School District","900168170","2014-2015","Non-Special Education","Student Enrollment","Number","4299"
"Shelton School District","900168170","2014-2015","Special Education","Student Enrollment","Number","648"
"Shelton School District","900168170","2015-2016","Non-Special Education","Student Enrollment","Number","4263"
"Shelton School District","900168170","2015-2016","Special Education","Student Enrollment","Number","662"
"Shelton School District","900168170","2016-2017","Non-Special Education","Student Enrollment","Number","4136"
"Shelton School District","900168170","2016-2017","Special Education","Student Enrollment","Number","679"
"Shelton School District","900168170","2017-2018","Non-Special Education","Student Enrollment","Number","4036"
"Shelton School District","900168170","2017-2018","Special Education","Student Enrollment","Number","684"
"Sherman School District","","2007-2008","Non-Special Education","Student Enrollment","Number","388"
"Sherman School District","","2007-2008","Special Education","Student Enrollment","Number","71"
"Sherman School District","","2008-2009","Non-Special Education","Student Enrollment","Number","395"
"Sherman School District","","2008-2009","Special Education","Student Enrollment","Number","65"
"Sherman School District","","2009-2010","Non-Special Education","Student Enrollment","Number","389"
"Sherman School District","","2009-2010","Special Education","Student Enrollment","Number","57"
"Sherman School District","","2010-2011","Non-Special Education","Student Enrollment","Number","351"
"Sherman School District","","2010-2011","Special Education","Student Enrollment","Number","58"
"Sherman School District","","2011-2012","Non-Special Education","Student Enrollment","Number","334"
"Sherman School District","","2011-2012","Special Education","Student Enrollment","Number","64"
"Sherman School District","","2012-2013","Non-Special Education","Student Enrollment","Number","323"
"Sherman School District","","2012-2013","Special Education","Student Enrollment","Number","61"
"Sherman School District","","2013-2014","Non-Special Education","Student Enrollment","Number","323"
"Sherman School District","","2013-2014","Special Education","Student Enrollment","Number","50"
"Sherman School District","","2014-2015","Non-Special Education","Student Enrollment","Number","297"
"Sherman School District","","2014-2015","Special Education","Student Enrollment","Number","52"
"Sherman School District","","2015-2016","Non-Special Education","Student Enrollment","Number","288"
"Sherman School District","","2015-2016","Special Education","Student Enrollment","Number","49"
"Sherman School District","","2016-2017","Non-Special Education","Student Enrollment","Number","274"
"Sherman School District","","2016-2017","Special Education","Student Enrollment","Number","41"
"Sherman School District","","2017-2018","Non-Special Education","Student Enrollment","Number","261"
"Sherman School District","","2017-2018","Special Education","Student Enrollment","Number","41"
"Side By Side Charter School District","","2007-2008","Non-Special Education","Student Enrollment","Number","209"
"Side By Side Charter School District","","2007-2008","Special Education","Student Enrollment","Number","21"
"Side By Side Charter School District","","2008-2009","Non-Special Education","Student Enrollment","Number","205"
"Side By Side Charter School District","","2008-2009","Special Education","Student Enrollment","Number","24"
"Side By Side Charter School District","","2009-2010","Non-Special Education","Student Enrollment","Number","214"
"Side By Side Charter School District","","2009-2010","Special Education","Student Enrollment","Number","18"
"Side By Side Charter School District","","2010-2011","Non-Special Education","Student Enrollment","Number","220"
"Side By Side Charter School District","","2010-2011","Special Education","Student Enrollment","Number","13"
"Side By Side Charter School District","","2011-2012","Non-Special Education","Student Enrollment","Number","218"
"Side By Side Charter School District","","2011-2012","Special Education","Student Enrollment","Number","14"
"Side By Side Charter School District","","2012-2013","Non-Special Education","Student Enrollment","Number","221"
"Side By Side Charter School District","","2012-2013","Special Education","Student Enrollment","Number","12"
"Side By Side Charter School District","","2013-2014","Non-Special Education","Student Enrollment","Number","222"
"Side By Side Charter School District","","2013-2014","Special Education","Student Enrollment","Number","13"
"Side By Side Charter School District","","2014-2015","Non-Special Education","Student Enrollment","Number","220"
"Side By Side Charter School District","","2014-2015","Special Education","Student Enrollment","Number","15"
"Side By Side Charter School District","","2015-2016","Non-Special Education","Student Enrollment","Number","217"
"Side By Side Charter School District","","2015-2016","Special Education","Student Enrollment","Number","19"
"Side By Side Charter School District","","2016-2017","Non-Special Education","Student Enrollment","Number","216"
"Side By Side Charter School District","","2016-2017","Special Education","Student Enrollment","Number","20"
"Side By Side Charter School District","","2017-2018","Non-Special Education","Student Enrollment","Number","213"
"Side By Side Charter School District","","2017-2018","Special Education","Student Enrollment","Number","22"
"Simsbury School District","900368940","2007-2008","Non-Special Education","Student Enrollment","Number","4328"
"Simsbury School District","900368940","2007-2008","Special Education","Student Enrollment","Number","645"
"Simsbury School District","900368940","2008-2009","Non-Special Education","Student Enrollment","Number","4351"
"Simsbury School District","900368940","2008-2009","Special Education","Student Enrollment","Number","599"
"Simsbury School District","900368940","2009-2010","Non-Special Education","Student Enrollment","Number","4299"
"Simsbury School District","900368940","2009-2010","Special Education","Student Enrollment","Number","587"
"Simsbury School District","900368940","2010-2011","Non-Special Education","Student Enrollment","Number","4232"
"Simsbury School District","900368940","2010-2011","Special Education","Student Enrollment","Number","549"
"Simsbury School District","900368940","2011-2012","Non-Special Education","Student Enrollment","Number","4168"
"Simsbury School District","900368940","2011-2012","Special Education","Student Enrollment","Number","522"
"Simsbury School District","900368940","2012-2013","Non-Special Education","Student Enrollment","Number","4038"
"Simsbury School District","900368940","2012-2013","Special Education","Student Enrollment","Number","515"
"Simsbury School District","900368940","2013-2014","Non-Special Education","Student Enrollment","Number","3855"
"Simsbury School District","900368940","2013-2014","Special Education","Student Enrollment","Number","522"
"Simsbury School District","900368940","2014-2015","Non-Special Education","Student Enrollment","Number","3757"
"Simsbury School District","900368940","2014-2015","Special Education","Student Enrollment","Number","550"
"Simsbury School District","900368940","2015-2016","Non-Special Education","Student Enrollment","Number","3650"
"Simsbury School District","900368940","2015-2016","Special Education","Student Enrollment","Number","540"
"Simsbury School District","900368940","2016-2017","Non-Special Education","Student Enrollment","Number","3601"
"Simsbury School District","900368940","2016-2017","Special Education","Student Enrollment","Number","560"
"Simsbury School District","900368940","2017-2018","Non-Special Education","Student Enrollment","Number","3519"
"Simsbury School District","900368940","2017-2018","Special Education","Student Enrollment","Number","579"
"Somers School District","901369220","2007-2008","Non-Special Education","Student Enrollment","Number","1573"
"Somers School District","901369220","2007-2008","Special Education","Student Enrollment","Number","161"
"Somers School District","901369220","2008-2009","Non-Special Education","Student Enrollment","Number","1548"
"Somers School District","901369220","2008-2009","Special Education","Student Enrollment","Number","181"
"Somers School District","901369220","2009-2010","Non-Special Education","Student Enrollment","Number","1489"
"Somers School District","901369220","2009-2010","Special Education","Student Enrollment","Number","171"
"Somers School District","901369220","2010-2011","Non-Special Education","Student Enrollment","Number","1485"
"Somers School District","901369220","2010-2011","Special Education","Student Enrollment","Number","155"
"Somers School District","901369220","2011-2012","Non-Special Education","Student Enrollment","Number","1458"
"Somers School District","901369220","2011-2012","Special Education","Student Enrollment","Number","164"
"Somers School District","901369220","2012-2013","Non-Special Education","Student Enrollment","Number","1415"
"Somers School District","901369220","2012-2013","Special Education","Student Enrollment","Number","171"
"Somers School District","901369220","2013-2014","Non-Special Education","Student Enrollment","Number","1342"
"Somers School District","901369220","2013-2014","Special Education","Student Enrollment","Number","173"
"Somers School District","901369220","2014-2015","Non-Special Education","Student Enrollment","Number","1319"
"Somers School District","901369220","2014-2015","Special Education","Student Enrollment","Number","161"
"Somers School District","901369220","2015-2016","Non-Special Education","Student Enrollment","Number","1273"
"Somers School District","901369220","2015-2016","Special Education","Student Enrollment","Number","162"
"Somers School District","901369220","2016-2017","Non-Special Education","Student Enrollment","Number","1239"
"Somers School District","901369220","2016-2017","Special Education","Student Enrollment","Number","192"
"Somers School District","901369220","2017-2018","Non-Special Education","Student Enrollment","Number","1236"
"Somers School District","901369220","2017-2018","Special Education","Student Enrollment","Number","203"
"Southington School District","900370550","2007-2008","Non-Special Education","Student Enrollment","Number","6161"
"Southington School District","900370550","2007-2008","Special Education","Student Enrollment","Number","786"
"Southington School District","900370550","2008-2009","Non-Special Education","Student Enrollment","Number","6104"
"Southington School District","900370550","2008-2009","Special Education","Student Enrollment","Number","762"
"Southington School District","900370550","2009-2010","Non-Special Education","Student Enrollment","Number","6083"
"Southington School District","900370550","2009-2010","Special Education","Student Enrollment","Number","756"
"Southington School District","900370550","2010-2011","Non-Special Education","Student Enrollment","Number","6061"
"Southington School District","900370550","2010-2011","Special Education","Student Enrollment","Number","771"
"Southington School District","900370550","2011-2012","Non-Special Education","Student Enrollment","Number","5982"
"Southington School District","900370550","2011-2012","Special Education","Student Enrollment","Number","763"
"Southington School District","900370550","2012-2013","Non-Special Education","Student Enrollment","Number","5909"
"Southington School District","900370550","2012-2013","Special Education","Student Enrollment","Number","831"
"Southington School District","900370550","2013-2014","Non-Special Education","Student Enrollment","Number","5872"
"Southington School District","900370550","2013-2014","Special Education","Student Enrollment","Number","832"
"Southington School District","900370550","2014-2015","Non-Special Education","Student Enrollment","Number","5803"
"Southington School District","900370550","2014-2015","Special Education","Student Enrollment","Number","823"
"Southington School District","900370550","2015-2016","Non-Special Education","Student Enrollment","Number","5760"
"Southington School District","900370550","2015-2016","Special Education","Student Enrollment","Number","823"
"Southington School District","900370550","2016-2017","Non-Special Education","Student Enrollment","Number","5701"
"Southington School District","900370550","2016-2017","Special Education","Student Enrollment","Number","881"
"Southington School District","900370550","2017-2018","Non-Special Education","Student Enrollment","Number","5584"
"Southington School District","900370550","2017-2018","Special Education","Student Enrollment","Number","916"
"South Windsor School District","900371390","2007-2008","Non-Special Education","Student Enrollment","Number","4358"
"South Windsor School District","900371390","2007-2008","Special Education","Student Enrollment","Number","614"
"South Windsor School District","900371390","2008-2009","Non-Special Education","Student Enrollment","Number","4240"
"South Windsor School District","900371390","2008-2009","Special Education","Student Enrollment","Number","599"
"South Windsor School District","900371390","2009-2010","Non-Special Education","Student Enrollment","Number","4091"
"South Windsor School District","900371390","2009-2010","Special Education","Student Enrollment","Number","605"
"South Windsor School District","900371390","2010-2011","Non-Special Education","Student Enrollment","Number","4039"
"South Windsor School District","900371390","2010-2011","Special Education","Student Enrollment","Number","560"
"South Windsor School District","900371390","2011-2012","Non-Special Education","Student Enrollment","Number","3865"
"South Windsor School District","900371390","2011-2012","Special Education","Student Enrollment","Number","530"
"South Windsor School District","900371390","2012-2013","Non-Special Education","Student Enrollment","Number","3765"
"South Windsor School District","900371390","2012-2013","Special Education","Student Enrollment","Number","556"
"South Windsor School District","900371390","2013-2014","Non-Special Education","Student Enrollment","Number","3720"
"South Windsor School District","900371390","2013-2014","Special Education","Student Enrollment","Number","567"
"South Windsor School District","900371390","2014-2015","Non-Special Education","Student Enrollment","Number","3662"
"South Windsor School District","900371390","2014-2015","Special Education","Student Enrollment","Number","554"
"South Windsor School District","900371390","2015-2016","Non-Special Education","Student Enrollment","Number","3606"
"South Windsor School District","900371390","2015-2016","Special Education","Student Enrollment","Number","550"
"South Windsor School District","900371390","2016-2017","Non-Special Education","Student Enrollment","Number","3617"
"South Windsor School District","900371390","2016-2017","Special Education","Student Enrollment","Number","571"
"South Windsor School District","900371390","2017-2018","Non-Special Education","Student Enrollment","Number","3669"
"South Windsor School District","900371390","2017-2018","Special Education","Student Enrollment","Number","590"
"Sprague School District","","2007-2008","Non-Special Education","Student Enrollment","Number","322"
"Sprague School District","","2007-2008","Special Education","Student Enrollment","Number","34"
"Sprague School District","","2008-2009","Non-Special Education","Student Enrollment","Number","324"
"Sprague School District","","2008-2009","Special Education","Student Enrollment","Number","31"
"Sprague School District","","2009-2010","Non-Special Education","Student Enrollment","Number","325"
"Sprague School District","","2009-2010","Special Education","Student Enrollment","Number","27"
"Sprague School District","","2010-2011","Non-Special Education","Student Enrollment","Number","339"
"Sprague School District","","2010-2011","Special Education","Student Enrollment","Number","34"
"Sprague School District","","2011-2012","Non-Special Education","Student Enrollment","Number","344"
"Sprague School District","","2011-2012","Special Education","Student Enrollment","Number","36"
"Sprague School District","","2012-2013","Non-Special Education","Student Enrollment","Number","341"
"Sprague School District","","2012-2013","Special Education","Student Enrollment","Number","32"
"Sprague School District","","2013-2014","Non-Special Education","Student Enrollment","Number","327"
"Sprague School District","","2013-2014","Special Education","Student Enrollment","Number","38"
"Sprague School District","","2014-2015","Non-Special Education","Student Enrollment","Number","317"
"Sprague School District","","2014-2015","Special Education","Student Enrollment","Number","49"
"Sprague School District","","2015-2016","Non-Special Education","Student Enrollment","Number","311"
"Sprague School District","","2015-2016","Special Education","Student Enrollment","Number","51"
"Sprague School District","","2016-2017","Non-Special Education","Student Enrollment","Number","288"
"Sprague School District","","2016-2017","Special Education","Student Enrollment","Number","51"
"Sprague School District","","2017-2018","Non-Special Education","Student Enrollment","Number","282"
"Sprague School District","","2017-2018","Special Education","Student Enrollment","Number","57"
"Stafford School District","901372090","2007-2008","Non-Special Education","Student Enrollment","Number","1759"
"Stafford School District","901372090","2007-2008","Special Education","Student Enrollment","Number","158"
"Stafford School District","901372090","2008-2009","Non-Special Education","Student Enrollment","Number","1739"
"Stafford School District","901372090","2008-2009","Special Education","Student Enrollment","Number","179"
"Stafford School District","901372090","2009-2010","Non-Special Education","Student Enrollment","Number","1686"
"Stafford School District","901372090","2009-2010","Special Education","Student Enrollment","Number","168"
"Stafford School District","901372090","2010-2011","Non-Special Education","Student Enrollment","Number","1690"
"Stafford School District","901372090","2010-2011","Special Education","Student Enrollment","Number","175"
"Stafford School District","901372090","2011-2012","Non-Special Education","Student Enrollment","Number","1646"
"Stafford School District","901372090","2011-2012","Special Education","Student Enrollment","Number","184"
"Stafford School District","901372090","2012-2013","Non-Special Education","Student Enrollment","Number","1538"
"Stafford School District","901372090","2012-2013","Special Education","Student Enrollment","Number","189"
"Stafford School District","901372090","2013-2014","Non-Special Education","Student Enrollment","Number","1442"
"Stafford School District","901372090","2013-2014","Special Education","Student Enrollment","Number","192"
"Stafford School District","901372090","2014-2015","Non-Special Education","Student Enrollment","Number","1403"
"Stafford School District","901372090","2014-2015","Special Education","Student Enrollment","Number","183"
"Stafford School District","901372090","2015-2016","Non-Special Education","Student Enrollment","Number","1357"
"Stafford School District","901372090","2015-2016","Special Education","Student Enrollment","Number","187"
"Stafford School District","901372090","2016-2017","Non-Special Education","Student Enrollment","Number","1315"
"Stafford School District","901372090","2016-2017","Special Education","Student Enrollment","Number","211"
"Stafford School District","901372090","2017-2018","Non-Special Education","Student Enrollment","Number","1315"
"Stafford School District","901372090","2017-2018","Special Education","Student Enrollment","Number","212"
"Stamford Academy District","","2007-2008","Non-Special Education","Student Enrollment","Number","104"
"Stamford Academy District","","2007-2008","Special Education","Student Enrollment","Number","27"
"Stamford Academy District","","2008-2009","Non-Special Education","Student Enrollment","Number","110"
"Stamford Academy District","","2008-2009","Special Education","Student Enrollment","Number","21"
"Stamford Academy District","","2009-2010","Non-Special Education","Student Enrollment","Number","101"
"Stamford Academy District","","2009-2010","Special Education","Student Enrollment","Number","30"
"Stamford Academy District","","2010-2011","Non-Special Education","Student Enrollment","Number","112"
"Stamford Academy District","","2010-2011","Special Education","Student Enrollment","Number","25"
"Stamford Academy District","","2011-2012","Non-Special Education","Student Enrollment","Number","108"
"Stamford Academy District","","2011-2012","Special Education","Student Enrollment","Number","30"
"Stamford Academy District","","2012-2013","Non-Special Education","Student Enrollment","Number","123"
"Stamford Academy District","","2012-2013","Special Education","Student Enrollment","Number","15"
"Stamford Academy District","","2013-2014","Non-Special Education","Student Enrollment","Number","122"
"Stamford Academy District","","2013-2014","Special Education","Student Enrollment","Number","25"
"Stamford Academy District","","2014-2015","Non-Special Education","Student Enrollment","Number","110"
"Stamford Academy District","","2014-2015","Special Education","Student Enrollment","Number","31"
"Stamford Academy District","","2015-2016","Non-Special Education","Student Enrollment","Number","112"
"Stamford Academy District","","2015-2016","Special Education","Student Enrollment","Number","38"
"Stamford Academy District","","2016-2017","Non-Special Education","Student Enrollment","Number","106"
"Stamford Academy District","","2016-2017","Special Education","Student Enrollment","Number","42"
"Stamford Academy District","","2017-2018","Non-Special Education","Student Enrollment","Number","105"
"Stamford Academy District","","2017-2018","Special Education","Student Enrollment","Number","54"
"Stamford Charter School for Excellence District","","2007-2008","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2007-2008","Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2008-2009","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2008-2009","Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2009-2010","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2009-2010","Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Non-Special Education","Student Enrollment","Number","-6666"
"Stamford Charter School for Excellence District","","2010-2011","Special Education","Student Enrollment","Number","-6666"
